uid,key,entry_type,reference_kind,reference_family,is_paper,is_web_resource,doi_search_eligible,classification_reason,title,authors,year,source,publisher,url,url_host,url_status,url_http_status,url_final,local_doi,discovered_doi,trusted_doi,doi_status,doi_source,doi_confidence,doi_title_similarity,doi_year_difference,doi_author_match,doi_source_similarity,doi_remote_type,doi_type_compatible,publisher_landing_page,doi_resolution_status,missing_required_fields
11:consiglio2026science,consiglio2026science,article,journal_article,scholarly,True,False,True,@article,Science-based actions to support decision-making in the building sector towards carbon-neutral cities,"Consiglio, Erminia and Ferraris, Luca and Noe, Gaetano and Iacono, Melchiorina Mirella and Ferrara, Maria",2026,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2025.116454,10.1016/j.rser.2025.116454,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S136403212501127X,resolved,
12:PJM_FERC_MinOffer_100kW,PJM_FERC_MinOffer_100kW,techreport,technical_report,grey_literature,False,False,False,@techreport,Submission to the Federal Energy Regulatory Commission on Market Participation Thresholds,"PJM Interconnection, L.L.C.",2020,Federal Energy Regulatory Commission,,https://www.ferc.gov/sites/default/files/2020-05/E-2_122.pdf,ferc.gov,reachable,200,https://www.ferc.gov/sites/default/files/2020-05/E-2_122.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
13:munankarmi2021community,munankarmi2021community,article,journal_article,scholarly,True,False,True,@article,Community-scale interaction of energy efficiency and demand flexibility in residential buildings,"Munankarmi, Prateek and Maguire, Jeff and Balamurugan, Sivasathya Pradha and Blonsky, Michael and Roberts, David and Jin, Xin",2021,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2021.117149,10.1016/j.apenergy.2021.117149,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261921005754,resolved,
14:battaglia2024optimizing,battaglia2024optimizing,article,journal_article,scholarly,True,False,True,@article,Optimizing renewable energy integration in new districts: Power-to-X strategies for improved efficiency and sustainability,"Battaglia, V and Vanoli, L",2024,Energy,Elsevier,,,not_checked,,,,10.1016/j.energy.2024.132312,10.1016/j.energy.2024.132312,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0360544224020863,resolved,
15:mariuzzo2026self,mariuzzo2026self,article,journal_article,scholarly,True,False,True,@article,From self-consumption to energy markets: Pathways to unlock energy community flexibility potentials in the Austrian framework,"Mariuzzo, Ivan and Fina, Bernadette and Monsberger, Carolin and Esterl, Tara",2026,Energy Strategy Reviews,Elsevier,,,not_checked,,,,10.1016/j.esr.2026.102125,10.1016/j.esr.2026.102125,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2211467X2600091X,resolved,
16:jo2026local,jo2026local,article,journal_article,scholarly,True,False,True,@article,Local flexibility markets in the energy transition: A comparative review and framework for future development,"Jo, Byuk-Keun",2026,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2025.116614,10.1016/j.rser.2025.116614,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032125012870,resolved,
17:deakin2020flexibility,deakin2020flexibility,inproceedings,conference_paper,scholarly,True,False,True,@inproceedings,Flexibility from multi-vector systems: beyond low-voltage network modelling,"Deakin, Matthew and Walker, Sara and Taylor, Phil C",2020,CIRED 2020 Berlin Workshop (CIRED 2020),,,,not_checked,,,,10.1049/oap-cired.2021.0299,,candidate_manual_review,Crossref search,0.9316,1.0,0,True,0.3784,journal-article,False,,,
18:linde2021dynamic,linde2021dynamic,article,journal_article,scholarly,True,False,True,@article,Dynamic capabilities for ecosystem orchestration A capability-based framework for smart city innovation initiatives,"Linde, Lina and Sjodin, David and Parida, Vinit and Wincent, Joakim",2021,Technological Forecasting and Social Change,Elsevier,,,not_checked,,,,10.1016/j.techfore.2021.120614,10.1016/j.techfore.2021.120614,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0040162521000469,resolved,
19:wang2024smart,wang2024smart,article,journal_article,scholarly,True,False,True,@article,Smart city landscape architecture for sustainable urbanization in digital twin: Practical sustainable and reliable renewable based smart cities energy hub development,"Wang, Xuefei and Ma, Dawei",2024,Sustainable Energy Technologies and Assessments,Elsevier,,,not_checked,,,,10.1016/j.seta.2024.103785,10.1016/j.seta.2024.103785,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2213138824001814,resolved,
20:heinrich2020ecogrid,heinrich2020ecogrid,article,journal_article,scholarly,True,False,True,@article,EcoGrid 2.0: A large-scale field trial of a local flexibility market,"Heinrich, Carsten and Ziras, Charalampos and Syrri, Angeliki LA and Bindner, Henrik W",2020,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2019.114399,10.1016/j.apenergy.2019.114399,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261919320860,resolved,
21:gantenbein2012ecogrid,gantenbein2012ecogrid,inproceedings,conference_paper,scholarly,True,False,True,@inproceedings,EcoGrid EU: An efficient ICT approach for a sustainable power system,"Gantenbein, Dieter and Binding, Carl and Jansen, Bernhard and Mishra, Aditya and Sundstrom, Olle",2012,2012 Sustainable Internet and ICT for Sustainability (SustainIT),,,,not_checked,,,,10.1109/isgteurope.2012.6465643,,candidate_manual_review,Crossref search,0.3054,0.2842,0,False,0.2406,proceedings-article,True,,,
22:EcoGrid2019Final,EcoGrid2019Final,techreport,technical_report,grey_literature,False,False,False,@techreport,EcoGrid 2.0 Final Report: A Large-Scale Field Trial of a Local Flexibility Market,Dansk Energi,2019,Dansk Energi,,https://elnet.dk/files/media/document/EcoGrid%202.0%20final%20report.pdf,elnet.dk,reachable,200,https://elnet.dk/files/media/document/EcoGrid%202.0%20final%20report.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
23:Mourik2014Task24,Mourik2014Task24,techreport,technical_report,grey_literature,False,False,False,@techreport,Showcasing the PowerMatching City project on user engagement,"Mourik, Ruth M.",2014,IEA Demand Side Management Energy Technology Initiative,,https://userstcp.org/wp-content/uploads/2019/12/10.Task24_Phase1_Subtask-2-Netherlands_Power-to-the-People1.pdf,userstcp.org,reachable,200,https://userstcp.org/wp-content/uploads/2019/12/10.Task24_Phase1_Subtask-2-Netherlands_Power-to-the-People1.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
24:bliek2010powermatching,bliek2010powermatching,inproceedings,conference_paper,scholarly,True,False,True,@inproceedings,"PowerMatching City, a living lab smart grid demonstration","Bliek, Frits and van den Noort, Albert and Roossien, Bart and Kamphuis, Rene and de Wit, Johan and van der Velde, Jorgen and Eijgelaar, Marcel",2010,2010 IEEE PES Innovative Smart Grid Technologies Conference Europe (ISGT Europe),,,,not_checked,,,,10.1109/isgteurope.2010.5638863,10.1109/isgteurope.2010.5638863,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,proceedings-article,True,https://ieeexplore.ieee.org/document/5638863/,resolved,
25:obinna2017comparison,obinna2017comparison,article,journal_article,scholarly,True,False,True,@article,"Comparison of two residential Smart Grid pilots in the Netherlands and in the USA, focusing on energy performance and user experiences","Obinna, Uchechi and Joore, Peter and Wauben, Linda and Reinders, Angele",2017,Applied energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2017.01.086,10.1016/j.apenergy.2017.01.086,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S030626191730096X,resolved,
26:couraud2023responsive,couraud2023responsive,article,journal_article,scholarly,True,False,True,@article,Responsive FLEXibility: A smart local energy system,"Couraud, Benoit and Andoni, Merlinda and Robu, Valentin and Norbu, Sonam and Chen, Si and Flynn, David",2023,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2023.113343,10.1016/j.rser.2023.113343,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032123002009,resolved,
27:Bray2020FutureProspects,Bray2020FutureProspects,techreport,technical_report,grey_literature,False,False,False,@techreport,Future Prospects for Local Energy Markets: Lessons from Cornwall,"Bray, Rachel and Woodman, Bridget and Judson, Emily",2020,"University of Exeter, Energy Policy Group",,https://pure.strath.ac.uk/ws/portalfiles/portal/158139808/Bray_etal_EPG_2020_Future_Prospects_for_Local_Energy_Markets_Lessons_from_Cornwall.pdf,pure.strath.ac.uk,reachable,200,https://pure.strath.ac.uk/ws/portalfiles/portal/158139808/Bray_etal_EPG_2020_Future_Prospects_for_Local_Energy_Markets_Lessons_from_Cornwall.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
28:Nicholls2021,Nicholls2021,misc,dataset,data,False,False,False,@misc metadata indicates dataset,"Cornwall LEM Residential Electricity Dataset with Solar Production and Battery Storage, 2018-2020","Nicholls, Dan and Kane, David",2021,,,https://doi.org/10.5255/UKDA-SN-854578,doi.org,timeout,,,10.5255/ukda-sn-854578,,10.5255/ukda-sn-854578,verified_existing,DataCite,1.0,1.0,0,True,0.0,Dataset,True,,timeout,
29:Centrica2020,Centrica2020,techreport,technical_report,grey_literature,False,False,False,@techreport,The Future of Flexibility: Centrica Cornwall LEM Report,Centrica,2020,Centrica,,https://www.centrica.com/media/ueujub5s/the-future-of-flexibility-centrica-cornwall-lem-report.pdf,centrica.com,reachable,200,https://www.centrica.com/media/ueujub5s/the-future-of-flexibility-centrica-cornwall-lem-report.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
30:gross2020local,gross2020local,inproceedings,conference_paper,scholarly,True,False,True,@inproceedings,Local use of flexibilities on DSO level--outcomes of the InterFlex project,"Gross, Thorsten and Willems, Marcel and Wagner, Thibaut and Dumbs, Christian",2020,CIRED 2020 Berlin Workshop (CIRED 2020),,,,not_checked,,,,10.1049/oap-cired.2021.0237,,candidate_manual_review,Crossref search,0.9316,1.0,0,True,0.3784,journal-article,False,,,
31:gross2018novel,gross2018novel,inproceedings,conference_paper,scholarly,True,False,True,@inproceedings,A novel approach to DG curtailment in rural distribution networks--a case study of the Avacon grid as part of the InterFlex field trial,"Gross, Thorsten and Reese, Sven and Petters, Benjamin and Cupelli, Marco and Mildt, Dominik and Monti, Antonello",2018,2018 IEEE 16th International Conference on Industrial Informatics (INDIN),,,,not_checked,,,,10.1109/indin.2018.8472095,10.1109/indin.2018.8472095,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,proceedings-article,True,https://ieeexplore.ieee.org/document/8472095/,resolved,
32:utrilla2020large,utrilla2020large,inproceedings,conference_paper,scholarly,True,False,True,@inproceedings,Large-scale demonstration of TSO--DSO coordination: the CoordiNet Spanish approach,"Utrilla, F David Mart\' n and Davi-Arderius, Daniel and Mart\' nez, Alberto Gil and Chaves-Avila, Jose Pablo and Arriola, Ines Gomez",2020,Cired 2020 berlin workshop (cired 2020),,,,not_checked,,,,10.1049/oap-cired.2021.0209,,candidate_manual_review,Crossref search,0.9316,1.0,0,True,0.3784,journal-article,False,,,
33:Coordinet2022SwedishDemo,Coordinet2022SwedishDemo,techreport,technical_report,grey_literature,False,False,False,@techreport,D4.7.2 – Final Report of the Swedish Demonstration: Ten key abilities for DSO's to unlock flexibility,Nicholas Etherden and Yvonne Ruwaida and Karin Hansson,2022,Svenska kraftnät (SVK),,https://www.svk.se/siteassets/2.utveckling-av-kraftsystemet/forskning-och-utveckling/coordinet/coordinet_wp4_d4.7.2_final-report.pdf,svk.se,reachable,200,https://www.svk.se/siteassets/2.utveckling-av-kraftsystemet/forskning-och-utveckling/coordinet/coordinet_wp4_d4.7.2_final-report.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
34:FlexigridFinalReport2023,FlexigridFinalReport2023,techreport,web_resource,web,False,True,False,report-like entry explicitly describes an HTML factsheet/reporting page,Periodic Reporting for period 3 - FLEXIGRID (ENABLING FLEXIBILITY FOR FUTURE DISTRIBUTION GRID),European Commission,2023,Community Research and Development Information Service (CORDIS),,https://cordis.europa.eu/project/id/864048/reporting,cordis.europa.eu,reachable,200,https://cordis.europa.eu/project/id/864048/reporting,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
35:FlexigridD83,FlexigridD83,techreport,technical_report,grey_literature,False,False,False,@techreport,D8.3: Demonstration Progress Report,FLEXIGRID Consortium,2022,FLEXIGRID Project (Horizon 2020),,https://flexigrid.org/wp-content/uploads/2022/03/D-8.3-Demonstration-progress-report.pdf,flexigrid.org,reachable,200,https://flexigrid.org/wp-content/uploads/2022/03/D-8.3-Demonstration-progress-report.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
36:mankins1995technology,mankins1995technology,misc,other_document,other,False,False,False,@misc without stronger classification,Technology readiness levels,"Mankins, John C and others",1995,"Nasa Washington, DC, USA","Nasa Washington, DC, USA",,,not_checked,,,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
37:OneNetReporting2024,OneNetReporting2024,techreport,web_resource,web,False,True,False,report-like entry explicitly describes an HTML factsheet/reporting page,Periodic Reporting for period 2 - OneNet (One Network for Europe),OneNet Consortium,2024,Community Research and Development Information Service (CORDIS),,https://cordis.europa.eu/project/id/957739/reporting,cordis.europa.eu,reachable,200,https://cordis.europa.eu/project/id/957739/reporting,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
38:OneNetD3FLEXUM,OneNetD3FLEXUM,techreport,technical_report,grey_literature,False,False,False,@techreport,"Project FLEXUM - D3: Demo Evaluation, Dissemination and Exploitation Plan",Rafael Marin Perez and Jesus Sanchez and Alfredo Quesada and Antonio Skarmeta and Adelaida Parre\ no and Alfonso Ramallo-Gonzalez and Juan Sanchez,2023,OneNet (One Network for Europe),,https://onenet-project.eu/wp-content/uploads/2023/05/D3-Demo-evaluation-dissemination-and-exploitation-plan.pdf,onenet-project.eu,reachable,200,https://onenet-project.eu/wp-content/uploads/2023/05/D3-Demo-evaluation-dissemination-and-exploitation-plan.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
39:INTERRFACE_Factsheet,INTERRFACE_Factsheet,techreport,web_resource,web,False,True,False,report-like entry explicitly describes an HTML factsheet/reporting page,INTERRFACE: TSO-DSO-Consumer INTERFACE aRchitecture to provide innovative grid services for an efficient power system,European Commission,2022,Community Research and Development Information Service (CORDIS),,https://cordis.europa.eu/project/id/824330,cordis.europa.eu,reachable,200,https://cordis.europa.eu/project/id/824330,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
40:InterrfaceD55_2022,InterrfaceD55_2022,techreport,technical_report,grey_literature,False,False,False,@techreport,D5.5: Single Flexibility Platform: Demonstration Description and results,Kalle Kukk and Jukka Rinta-Luoma and Teemu Vare and Antti Mutanen and Ivars Zikmanis and Taisto Treumann and Marko Petron and Konstantinos Kotsalos and Nikos Bilidis and Veiko Aunapuu and Maarja-Liisa Joosep and Greete Korjus,2022,INTERRFACE Project (Horizon 2020),,https://www.fingrid.fi/contentassets/99d3e79bf5a542839102e15e95fed106/interrface-hankkeen-pilotoinnin-loppuraportti.pdf,fingrid.fi,reachable,200,https://www.fingrid.fi/contentassets/99d3e79bf5a542839102e15e95fed106/interrface-hankkeen-pilotoinnin-loppuraportti.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
41:InterrfaceD56_2022,InterrfaceD56_2022,techreport,technical_report,grey_literature,False,False,False,@techreport,D5.6: Evaluation and assessment of the pilots,Kalle Kukk and Jukka Rinta-Luoma and Teemu Vare and Antti Mutanen and Ivars Zikmanis and Taisto Treumann and Marko Petron and Veiko Aunapuu and Maarja-Liisa Joosep and Greete Korjus and Georgios Giannopoulos and Konstantinos Kotsalos,2022,INTERRFACE Project (Horizon 2020),,https://elering.ee/sites/default/files/public/tarkvork-konv/tarkv%C3%B5rk/Interrface/INTERRFACE_D5.6_FINAL_PUBLIC.pdf,elering.ee,reachable,200,https://elering.ee/sites/default/files/public/tarkvork-konv/tarkv%C3%B5rk/Interrface/INTERRFACE_D5.6_FINAL_PUBLIC.pdf,,,,not_applicable,,0.0,0.0,,False,0.0,,False,,,
42:horak2025urban,horak2025urban,article,journal_article,scholarly,True,False,True,@article,"Urban energy system modeling as strategic tool for integrated spatial and energy planning: A multi-node, multi-stage optimization approach","Horak, Daniel and Hainoun, Ali and Stoeglehner, Gernot",2025,Energy Strategy Reviews,Elsevier,,,not_checked,,,,10.1016/j.esr.2025.101904,10.1016/j.esr.2025.101904,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2211467X25002676,resolved,
43:mirhoseini2026coordinated,mirhoseini2026coordinated,article,journal_article,scholarly,True,False,True,@article,"A coordinated framework for integrating technologies, challenges, and management strategies of distributed energy resources in microgrids","Mirhoseini, Seyed Peiman and Nazari, Mohammad Hassan and Fallahi, Farhad",2026,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2026.116790,10.1016/j.rser.2026.116790,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032126000894,resolved,
44:adham2025distributed,adham2025distributed,article,journal_article,scholarly,True,False,True,@article,Distributed energy resources: A systematic literature review,"Adham, Midrar and Keene, Sean and Bass, Robert B",2025,Energy Reports,Elsevier,,,not_checked,,,,10.1016/j.egyr.2025.01.026,10.1016/j.egyr.2025.01.026,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2352484725000265,resolved,
45:jacquier2026future,jacquier2026future,article,journal_article,scholarly,True,False,True,@article,Future energy scenarios with renewables and flexibilities in distribution grids--National case study in France,"Jacquier, Corentin and Rigo-Mariani, Remy and Debusschere, Vincent and Louis, Jean-Nicolas and Mima, Silvana",2026,Energy Reports,Elsevier,,,not_checked,,,,10.1016/j.egyr.2026.109108,10.1016/j.egyr.2026.109108,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2352484726000776,resolved,
46:farid2026digital,farid2026digital,article,journal_article,scholarly,True,False,True,@article,Digital Twin Assisted Real-Time Energy Management System For Smart Homes,"Farid, Hamzeh Aghdam and Rasti, Mehdi and Pongracz, Eva and Anvari-Moghaddam, Amjad",2026,Energy and Buildings,Elsevier,,,not_checked,,,,10.1016/j.enbuild.2026.116978,,candidate_manual_review,Crossref search,0.89,1.0,0,False,1.0,journal-article,True,,,
47:zhang2026demand,zhang2026demand,article,journal_article,scholarly,True,False,True,@article,Demand-side management for smart homes with battery energy storage systems and electric vehicles integration under day-ahead pricing,"Zhang, Chi and Yi, Xiaoxi and Liao, Qiuguang",2026,Journal of Energy Storage,Elsevier,,,not_checked,,,,10.1016/j.est.2026.121782,10.1016/j.est.2026.121782,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2352152X26014465,resolved,
48:liu2026demand,liu2026demand,article,journal_article,scholarly,True,False,True,@article,Demand response optimization incorporating thermal comfort in single-family houses with on-site generation: a systematic review,"Liu, Pengju and Chokwitthaya, Chanachok and Olofsson, Thomas and Lu, Weizhuo",2026,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.127305,10.1016/j.apenergy.2025.127305,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261925020355,resolved,
49:MAHMOOD2024100790,MAHMOOD2024100790,article,journal_article,scholarly,True,False,True,@article,"Impacts of digitalization on smart grids, renewable energy, and demand response: An updated review of current applications",Mou Mahmood and Prangon Chowdhury and Rahbaar Yeassin and Mahmudul Hasan and Tanvir Ahmad and Nahid-Ur-Rahman Chowdhury,2024,Energy Conversion and Management: X,,https://www.sciencedirect.com/science/article/pii/S259017452400268X,sciencedirect.com,not_checked,,,10.1016/j.ecmx.2024.100790,,10.1016/j.ecmx.2024.100790,verified_existing,Crossref,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S259017452400268X,resolved,
50:kheiri2026hierarchical,kheiri2026hierarchical,article,journal_article,scholarly,True,False,True,@article,Hierarchical energy flexibility coordination of all-electric buildings for deliverable grid services,"Kheiri, Sevda Zeinal and Mirzaei, Mohammad Amin and Parvania, Masood",2026,International Journal of Electrical Power & Energy Systems,Elsevier,,,not_checked,,,,10.1016/j.ijepes.2025.111476,10.1016/j.ijepes.2025.111476,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0142061525010245,resolved,
51:kaldeh2025integration,kaldeh2025integration,article,journal_article,scholarly,True,False,True,@article,"Integration of renewable sources in buildings: A review of energy savings, feasibility, and challenges","Kaldeh, Sheida Nadalipour and Yousefi, Hossein and Noorollahi, Younes and Abdoos, Mahmood",2025,Energy Reports,Elsevier,,,not_checked,,,,10.1016/j.egyr.2025.10.046,,candidate_manual_review,Crossref search,0.89,1.0,0,False,1.0,journal-article,True,,,
52:khalili2025role,khalili2025role,article,journal_article,scholarly,True,False,True,@article,Role and trends of flexibility options in 100% renewable energy system analyses towards the Power-to-X Economy,"Khalili, Siavash and Lopez, Gabriel and Breyer, Christian",2025,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2025.115383,10.1016/j.rser.2025.115383,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032125000565,resolved,
